path,title,suggested_slug,goal,week,day,kind,tier,technologies,file_count,size_bytes,lines,source_files,entry_points,has_readme,readme_path,test_files,syntax_errors,completion_score,quality_score
Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold,ExercisesXPGold,week2oop-day4pythonfileiojsonandapi-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day4PythonFileIOJSONandAPI,Exercise,XP Gold,JSON | Python,5,14013,405,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/giphyexercises.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/menueditor.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/menumanager.py,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/giphyexercises.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/menueditor.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/menumanager.py,True,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPGold/readme.md,,,unverified,unverified
Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja,ExercisesXPNinja,week2oop-day4pythonfileiojsonandapi-exercises-exercisesxpninja,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day4PythonFileIOJSONandAPI,Exercise,XP Ninja,JSON | Python,5,15364,456,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/charactersgame.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/ninjamenueditor.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/ninjamenumanager.py,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/charactersgame.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/ninjamenueditor.py | Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/ninjamenumanager.py,True,Week2OOP/Day4PythonFileIOJSONandAPI/Exercises/ExercisesXPNinja/readme.md,,,unverified,unverified
Week2OOP/Day5MiniProject/DailyChallenge/Modules,Modules,week2oop-day5miniproject-dailychallenge-modules,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day5MiniProject,Daily Challenge,,Python,6,14120,445,Week2OOP/Day5MiniProject/DailyChallenge/Modules/cli.py | Week2OOP/Day5MiniProject/DailyChallenge/Modules/tests/test_timer.py | Week2OOP/Day5MiniProject/DailyChallenge/Modules/timer.py,Week2OOP/Day5MiniProject/DailyChallenge/Modules/cli.py,True,Week2OOP/Day5MiniProject/DailyChallenge/Modules/README.md,Week2OOP/Day5MiniProject/DailyChallenge/Modules/tests/README.md | Week2OOP/Day5MiniProject/DailyChallenge/Modules/tests/test_timer.py,,unverified,unverified
Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz,OOPQuiz,week2oop-day5miniproject-dailychallenge-oopquiz,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day5MiniProject,Daily Challenge,,Python,3,6724,229,Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz/deck.py | Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz/demo.py,Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz/deck.py | Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz/demo.py,True,Week2OOP/Day5MiniProject/DailyChallenge/OOPQuiz/README.md,,,unverified,unverified
Week2OOP/Day5MiniProject/Exercises/AnagramChecker,AnagramChecker,week2oop-day5miniproject-exercises-anagramchecker,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day5MiniProject,Mini Project,,Python,4,8443,274,Week2OOP/Day5MiniProject/Exercises/AnagramChecker/anagramchecker.py | Week2OOP/Day5MiniProject/Exercises/AnagramChecker/anagrams.py,Week2OOP/Day5MiniProject/Exercises/AnagramChecker/anagramchecker.py | Week2OOP/Day5MiniProject/Exercises/AnagramChecker/anagrams.py,True,Week2OOP/Day5MiniProject/Exercises/AnagramChecker/README.md,,,unverified,unverified
Week2OOP/Day5MiniProject/Exercises/RockPaperScissors,RockPaperScissors,week2oop-day5miniproject-exercises-rockpaperscissors,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day5MiniProject,Mini Project,,Python,3,6802,211,Week2OOP/Day5MiniProject/Exercises/RockPaperScissors/game.py | Week2OOP/Day5MiniProject/Exercises/RockPaperScissors/rockpaperscissors.py,Week2OOP/Day5MiniProject/Exercises/RockPaperScissors/game.py | Week2OOP/Day5MiniProject/Exercises/RockPaperScissors/rockpaperscissors.py,True,Week2OOP/Day5MiniProject/Exercises/RockPaperScissors/readme.md,,,unverified,unverified
Week2OOP/Day5MiniProject/Exercises/WeatherApp,WeatherApp,week2oop-day5miniproject-exercises-weatherapp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,Day5MiniProject,Mini Project,,Python,3,15908,445,Week2OOP/Day5MiniProject/Exercises/WeatherApp/weatherapp.py | Week2OOP/Day5MiniProject/Exercises/WeatherApp/weathergui.py,Week2OOP/Day5MiniProject/Exercises/WeatherApp/weatherapp.py | Week2OOP/Day5MiniProject/Exercises/WeatherApp/weathergui.py,True,Week2OOP/Day5MiniProject/Exercises/WeatherApp/readme.md,,,unverified,unverified
Week2OOP/RemoteLearningOOP/DailyChallenge/AirManagement,AirManagement,week2oop-remotelearningoop-dailychallenge-airmanagement,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,RemoteLearningOOP,Daily Challenge,,Python,2,11210,318,Week2OOP/RemoteLearningOOP/DailyChallenge/AirManagement/air_management.py,Week2OOP/RemoteLearningOOP/DailyChallenge/AirManagement/air_management.py,True,Week2OOP/RemoteLearningOOP/DailyChallenge/AirManagement/README.md,,,unverified,unverified
Week2OOP/RemoteLearningOOP/Exercises/MiniProjectVaccines,MiniProjectVaccines,week2oop-remotelearningoop-exercises-miniprojectvaccines,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week2OOP,RemoteLearningOOP,Mini Project,,Python,2,12182,335,Week2OOP/RemoteLearningOOP/Exercises/MiniProjectVaccines/vaccines.py,Week2OOP/RemoteLearningOOP/Exercises/MiniProjectVaccines/vaccines.py,True,Week2OOP/RemoteLearningOOP/Exercises/MiniProjectVaccines/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/BubbleSort,BubbleSort,week3javascriptanddom-day1introductiontojavascript-dailychallenge-bubblesort,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Daily Challenge,,JavaScript,2,4959,165,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/BubbleSort/index.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/BubbleSort/index.js,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/BubbleSort/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeNotBad,DailyChallengeNotBad,week3javascriptanddom-day1introductiontojavascript-dailychallenge-dailychallengenotbad,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Daily Challenge,,HTML | JavaScript,4,5734,185,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeNotBad/index.html | Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeNotBad/script.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeNotBad/index.html,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeNotBad/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeStars,DailyChallengeStars,week3javascriptanddom-day1introductiontojavascript-dailychallenge-dailychallengestars,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Daily Challenge,,HTML | JavaScript,4,5403,205,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeStars/index.html | Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeStars/script.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeStars/index.html,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/DailyChallenge/DailyChallengeStars/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXP,ExercisesXP,week3javascriptanddom-day1introductiontojavascript-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Exercise,XP,CSS | HTML | JavaScript,4,9943,375,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXP/index.html | Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXP/script.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXP/index.html,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPGold,ExercisesXPGold,week3javascriptanddom-day1introductiontojavascript-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Exercise,XP Gold,CSS | HTML | JavaScript,4,7057,240,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPGold/index.html | Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPGold/script.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPGold/index.html,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPNinja,ExercisesXPNinja,week3javascriptanddom-day1introductiontojavascript-exercises-exercisesxpninja,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day1IntroductiontoJavaScript,Exercise,XP Ninja,JavaScript,2,6591,235,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPNinja/index.js,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPNinja/index.js,True,Week3JavaScriptandDOM/Day1IntroductiontoJavaScript/Exercises/ExercisesXPNinja/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/DailyChallengePlanets,DailyChallengePlanets,week3javascriptanddom-day2functionsanddomintroduction-dailychallenge-dailychallengeplanets,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day2FunctionsandDOMIntroduction,Daily Challenge,,CSS | HTML | JavaScript,4,6637,214,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/DailyChallengePlanets/planets.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/DailyChallengePlanets/planets.js,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/DailyChallengePlanets/planets.html,True,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/DailyChallengePlanets/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/WordsInTheStars,WordsInTheStars,week3javascriptanddom-day2functionsanddomintroduction-dailychallenge-wordsinthestars,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day2FunctionsandDOMIntroduction,Daily Challenge,,JavaScript,2,5567,206,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/WordsInTheStars/index.js,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/WordsInTheStars/index.js,True,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/DailyChallenge/WordsInTheStars/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXP,ExercisesXP,week3javascriptanddom-day2functionsanddomintroduction-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day2FunctionsandDOMIntroduction,Exercise,XP,CSS | HTML | JavaScript,3,16310,499,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXP/index.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXP/script.js,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXP/index.html,True,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold,ExercisesXPGold,week3javascriptanddom-day2functionsanddomintroduction-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day2FunctionsandDOMIntroduction,Exercise,XP Gold,CSS | HTML | JavaScript,3,5450,212,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold/index.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold/index.js,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold/index.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold/index.js,True,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja,ExercisesXPNinja,week3javascriptanddom-day2functionsanddomintroduction-exercises-exercisesxpninja,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day2FunctionsandDOMIntroduction,Exercise,XP Ninja,CSS | HTML | JavaScript,3,9427,301,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja/index.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja/index.js,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja/index.html | Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja/index.js,True,Week3JavaScriptandDOM/Day2FunctionsandDOMIntroduction/Exercises/ExercisesXPNinja/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters,Letters,week3javascriptanddom-day3learningdomevents-dailychallenge-letters,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Daily Challenge,,CSS | HTML | JavaScript,3,5952,173,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters/main.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters/main.js,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/Letters/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/TellTheStory,TellTheStory,week3javascriptanddom-day3learningdomevents-dailychallenge-tellthestory,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Daily Challenge,,CSS | HTML | JavaScript,4,9224,263,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/TellTheStory/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/TellTheStory/madlibs.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/TellTheStory/index.html,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/DailyChallenge/TellTheStory/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXP,ExercisesXP,week3javascriptanddom-day3learningdomevents-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Exercise,XP,CSS | HTML | JavaScript,4,12800,368,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXP/dom_exercises.js | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXP/index_dom_exercises.html,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXP/index_dom_exercises.html,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations,ExercisesXPAnimations,week3javascriptanddom-day3learningdomevents-exercises-exercisesxpanimations,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Exercise,,CSS | HTML | JavaScript,6,7747,254,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/index_move.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/index_timer.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/move.js | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/timer.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/index_move.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/index_timer.html,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPAnimations/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold,ExercisesXPGold,week3javascriptanddom-day3learningdomevents-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Exercise,XP Gold,CSS | HTML | JavaScript,3,7225,228,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold/index.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold/index.js,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja,ExercisesXPNinja,week3javascriptanddom-day3learningdomevents-exercises-exercisesxpninja,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Exercise,XP Ninja,CSS | HTML | JavaScript,3,11960,322,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja/main.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja/main.js,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/ExercisesXPNinja/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm,MiniProjectCreateaSignInForm,week3javascriptanddom-day3learningdomevents-exercises-miniprojectcreateasigninform,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day3LearningDOMEvents,Mini Project,,CSS | HTML | JavaScript,6,16585,355,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/css/styles.css | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/js/app.js,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/index.html | Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/js/app.js,True,Week3JavaScriptandDOM/Day3LearningDOMEvents/Exercises/MiniProjectCreateaSignInForm/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/DailyChallenge/Groceries,Groceries,week3javascriptanddom-day4advancedjavascriptfunctions-dailychallenge-groceries,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day4AdvancedJavaScriptFunctions,Daily Challenge,,CSS | HTML | JavaScript,4,8300,245,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/DailyChallenge/Groceries/groceries.js | Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/DailyChallenge/Groceries/index.html,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/DailyChallenge/Groceries/index.html,True,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/DailyChallenge/Groceries/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXP,ExercisesXP,week3javascriptanddom-day4advancedjavascriptfunctions-exercises-exercisesxp,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day4AdvancedJavaScriptFunctions,Exercise,XP,CSS | HTML | JavaScript,4,13085,370,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXP/advanced_js.js | Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXP/index_advanced_js.html,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXP/index_advanced_js.html,True,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXP/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPGold,ExercisesXPGold,week3javascriptanddom-day4advancedjavascriptfunctions-exercises-exercisesxpgold,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day4AdvancedJavaScriptFunctions,Exercise,XP Gold,JavaScript,2,3870,147,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPGold/index.js,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPGold/index.js,True,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPGold/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPNinja,ExercisesXPNinja,week3javascriptanddom-day4advancedjavascriptfunctions-exercises-exercisesxpninja,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day4AdvancedJavaScriptFunctions,Exercise,XP Ninja,JavaScript,2,3136,110,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPNinja/index.js,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPNinja/index.js,True,Week3JavaScriptandDOM/Day4AdvancedJavaScriptFunctions/Exercises/ExercisesXPNinja/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day5MiniProject/DailyChallenge/TodoList,TodoList,week3javascriptanddom-day5miniproject-dailychallenge-todolist,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day5MiniProject,Daily Challenge,,CSS | HTML | JavaScript,2,6793,187,Week3JavaScriptandDOM/Day5MiniProject/DailyChallenge/TodoList/todo_list.html,Week3JavaScriptandDOM/Day5MiniProject/DailyChallenge/TodoList/todo_list.html,True,Week3JavaScriptandDOM/Day5MiniProject/DailyChallenge/TodoList/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini,drumset-mini,week3javascriptanddom-day5miniproject-exercises-drumset-mini,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day5MiniProject,Mini Project,,CSS | HTML | JavaScript,17,1109044,467,Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/css/styles.css | Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/index.html | Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/js/app.js,Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/index.html | Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/js/app.js,True,Week3JavaScriptandDOM/Day5MiniProject/Exercises/drumset-mini/README.md,,,unverified,unverified
Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame,MiniProjectColoringGame,week3javascriptanddom-day5miniproject-exercises-miniprojectcoloringgame,Review this indexed source against the official assignment; runtime behavior and Kevin's learning evidence remain unverified.,Week3JavaScriptandDOM,Day5MiniProject,Mini Project,,CSS | HTML | JavaScript,4,7315,236,Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame/index.html | Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame/script.js | Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame/styles.css,Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame/index.html,True,Week3JavaScriptandDOM/Day5MiniProject/Exercises/MiniProjectColoringGame/README.md,,,unverified,unverified
